time,currency,title,priority,actual,forecast,previous
"2016-06-29T01:45:00","cny","CNY Westpac-MNI Consumer Sentiment (JUN)","Low","115.9","","114.2"
"2016-06-29T05:00:00","jpy","JPY Small Business Confidence (JUN)","Medium","46.5","46.0","45.6"
"2016-06-29T06:00:00","eur","EUR German GfK Consumer Confidence Survey (JUL)","Medium","10.1","9.8","9.8"
"2016-06-29T06:00:00","chf","CHF UBS Consumption Indicator (MAY)","Medium","1.35","","1.24"
"2016-06-29T06:00:00","gbp","GBP Nationwide House Prices s.a. (MoM) (JUN)","Low","0.2%","0.0%","0.2%"
"2016-06-29T06:00:00","gbp","GBP Nationwide House Prices n.s.a. (YoY) (JUN)","Medium","5.1%","4.9%","4.7%"
"2016-06-29T08:00:00","eur","EUR ECB Board Member Lautenschlaeger Chairs Panel in Sintra","Low","","",""
"2016-06-29T08:30:00","gbp","GBP Net Consumer Credit (MAY)","Medium","1.503B","1.5B","1.294b"
"2016-06-29T08:30:00","gbp","GBP Net Lending Sec. on Dwellings (MAY)","Low","2.8b","2.2B","0.1b"
"2016-06-29T08:30:00","gbp","GBP Mortgage Approvals (MAY)","Medium","67.04K","65.3K","66.21k"
"2016-06-29T08:30:00","gbp","GBP M4 Money Supply (MoM) (MAY)","Low","1.2%","","-0.1%"
"2016-06-29T08:30:00","gbp","GBP M4 Money Supply (YoY) (MAY)","Low","1.8%","","1.1%"
"2016-06-29T08:30:00","gbp","GBP M4 Ex IOFCs 3M Annualised (MAY)","Low","5.2%","2.6%","4.1%"
"2016-06-29T09:00:00","eur","EUR Euro-Zone Economic Confidence (JUN)","Low","104.4","104.7","104.6"
"2016-06-29T09:00:00","eur","EUR Euro-Zone Business Climate Indicator (JUN)","Low","0.22","0.26","0.26"
"2016-06-29T09:00:00","eur","EUR Euro-Zone Industrial Confidence (JUN)","Low","-2.8","-3.4","-3.7"
"2016-06-29T09:00:00","eur","EUR Euro-Zone Services Confidence (JUN)","Low","10.8","11.0","11.3"
"2016-06-29T09:00:00","eur","EUR Euro-Zone Consumer Confidence (JUN F)","Low","-7.3","-7.3","-7.3"
"2016-06-29T10:30:00","eur","EUR ECB Vice President Constancio Chairs Panel in Sintra","Low","","",""
"2016-06-29T11:00:00","usd","USD MBA Mortgage Applications (JUN 24)","Medium","-2.6%","","2.9%"
"2016-06-29T12:00:00","eur","EUR German Consumer Price Index (MoM) (JUN P)","Medium","0.1%","0.2%","0.3%"
"2016-06-29T12:00:00","eur","EUR German Consumer Price Index (YoY) (JUN P)","High","0.3%","0.3%","0.1%"
"2016-06-29T12:30:00","usd","USD Personal Income (MAY)","Medium","0.2%","0.3%","0.5%"
"2016-06-29T12:30:00","usd","USD Personal Spending (MAY)","Medium","0.4%","0.4%","1.1%"
"2016-06-29T12:30:00","usd","USD Real Personal Spending (MAY)","Medium","0.3%","0.2%","0.8%"
"2016-06-29T12:30:00","usd","USD Personal Consumption Expenditure Deflator (MoM) (MAY)","Low","0.2%","0.2%","0.3%"
"2016-06-29T12:30:00","usd","USD Personal Consumption Expenditure Deflator (YoY) (MAY)","Low","0.9%","1.0%","1.1%"
"2016-06-29T12:30:00","usd","USD Personal Consumption Expenditure Core (MoM) (MAY)","Medium","0.2%","0.2%","0.2%"
"2016-06-29T12:30:00","usd","USD Personal Consumption Expenditure Core (YoY) (MAY)","High","1.6%","1.6%","1.6%"
"2016-06-29T13:07:00","cny","CNY Swift Global Payments CNY (MAY)","Low","1.90%","","1.82%"
"2016-06-29T14:00:00","usd","USD Pending Home Sales (MoM) (MAY)","Low","-3.7%","-1.1%","3.9%"
"2016-06-29T14:00:00","usd","USD Pending Home Sales (YoY) (MAY)","Medium","2.4%","4.6%","1.8%"
"2016-06-29T14:30:00","usd","USD DOE U.S. Crude Oil Inventories (JUN 24)","Medium","-4053k","-2500k","-917k"
"2016-06-29T14:30:00","usd","USD DOE Cushing OK Crude Inventory (JUN 24)","Low","-951k","-650k","-1280k"
"2016-06-29T14:30:00","usd","USD DOE U.S. Gasoline Inventories (JUN 24)","Low","1367k","-300k","627k"
"2016-06-29T14:30:00","usd","USD DOE U.S. Distillate Inventory (JUN 24)","Low","-1801k","625k","151k"
"2016-06-29T22:45:00","nzd","NZD Building Permits (MoM) (MAY)","Medium","-0.9%","","6.6%"
"2016-06-29T23:05:00","gbp","GBP GfK Consumer Confidence Survey (JUN)","Medium","-1","-2","-1"
"2016-06-29T23:50:00","jpy","JPY Loans & Discounts Corp (YoY) (MAY)","Low","2.58%","","3.05%"
"2016-06-29T23:50:00","jpy","JPY Industrial Production (MoM) (MAY P)","Low","-2.3%","-0.2%","0.5%"
"2016-06-29T23:50:00","jpy","JPY Industrial Production (YoY) (MAY P)","Medium","-0.1%","1.9%","-3.3%"
"2016-06-29T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (JUN 24)","Medium","¥394.2b","","¥457.7b"
"2016-06-29T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (JUN 24)","Medium","¥211.6b","","¥72.4b"
"2016-06-29T23:50:00","jpy","JPY Foreign Buying Japan Bonds (Yen) (JUN 24)","Low","¥-2157.5t","","¥485.9b"
"2016-06-29T23:50:00","jpy","JPY Foreign Buying Japan Stocks (Yen) (JUN 24)","Low","¥-184.2b","","¥231.1b"
"2016-06-30T00:00:00","cad","CAD CFIB Business Barometer (JUN)","Low","60.0","","58.2"
"2016-06-30T01:00:00","nzd","NZD ANZ Activity Outlook (JUN)","Low","35.1","","30.4"
"2016-06-30T01:00:00","nzd","NZD NBNZ Business Confidence (JUN)","Low","20.2","","11.3"
"2016-06-30T01:30:00","aud","AUD Job Vacancies (MAY)","Low","-1.9%","","2.8%"
"2016-06-30T01:30:00","aud","AUD Private Sector Credit (MoM) (MAY)","Low","0.4%","0.5%","0.5%"
"2016-06-30T01:30:00","aud","AUD Private Sector Credit (YoY) (MAY)","Medium","6.5%","6.7%","6.7%"
"2016-06-30T03:00:00","nzd","NZD Money Supply M3 (YoY) (MAY)","Low","7.3%","","7.8%"
"2016-06-30T04:00:00","jpy","JPY Vehicle Production (YoY) (MAY)","Low","1.7%","","-9.7%"
"2016-06-30T05:00:00","jpy","JPY Housing Starts (YoY) (MAY)","Medium","9.8%","4.8%","9.0%"
"2016-06-30T05:00:00","jpy","JPY Annualized Housing Starts (MAY)","Medium","1.017m","0.972m","0.995m"
"2016-06-30T06:00:00","eur","EUR German Retail Sales (MoM) (MAY)","Low","0.9%","0.6%","-0.3%"
"2016-06-30T06:00:00","eur","EUR German Retail Sales (YoY) (MAY)","Medium","2.6%","2.5%","2.3%"
"2016-06-30T06:30:00","cny","CNY BoP Current Account Balance (1Q F)","Low","$39.3b","","$48.1b"
"2016-06-30T07:00:00","chf","CHF KOF Leading Indicator (JUN)","Medium","102.4","102.6","101.8"
"2016-06-30T07:55:00","eur","EUR German Unemployment Change (JUN)","High","-6k","-5k","-10k"
"2016-06-30T07:55:00","eur","EUR German Unemployment Rate s.a. (JUN)","High","6.1%","6.1%","6.1%"
"2016-06-30T08:30:00","gbp","GBP Gross Domestic Product (QoQ) (1Q F)","Low","0.4%","0.4%","0.4%"
"2016-06-30T08:30:00","gbp","GBP Gross Domestic Product (YoY) (1Q F)","Medium","2.0%","2.0%","2.0%"
"2016-06-30T08:30:00","gbp","GBP Current Account (Pounds) (1Q)","Low","-32.6b","-28.0b","-34.0b"
"2016-06-30T08:30:00","gbp","GBP Index of Services (MoM) (APR)","Low","0.6%","0.2%","-0.1%"
"2016-06-30T08:30:00","gbp","GBP Index of Services (3Mo3M) (APR)","Low","0.5%","0.4%","0.6%"
"2016-06-30T08:30:00","gbp","GBP Total Business Investment (QoQ) (1Q F)","Low","-0.6%","","-0.5%"
"2016-06-30T08:30:00","gbp","GBP Total Business Investment (YoY) (1Q F)","Low","-0.8%","","-0.4%"
"2016-06-30T09:00:00","eur","EUR Euro-Zone Consumer Price Index Estimate (YoY) (JUN)","High","0.1%","0.0%","-0.1%"
"2016-06-30T09:00:00","eur","EUR Euro-Zone Consumer Price Index - Core (YoY) (JUN A)","High","0.9%","0.8%","0.8%"
"2016-06-30T12:30:00","usd","USD Initial Jobless Claims (JUN 25)","Medium","268k","267k","258k"
"2016-06-30T12:30:00","usd","USD Continuing Claims (JUN 18)","Medium","2120k","2152k","2140k"
"2016-06-30T12:30:00","cad","CAD Raw Materials Price Index (MoM) (MAY)","Low","6.7%","5.0","0.7%"
"2016-06-30T12:30:00","cad","CAD Industrial Product Price (MoM) (MAY)","Low","1.1%","0.4%","-0.5%"
"2016-06-30T12:30:00","cad","CAD Gross Domestic Product (MoM) (APR)","Medium","0.1%","0.1%","-0.2%"
"2016-06-30T12:30:00","cad","CAD Gross Domestic Product (YoY) (APR)","High","1.5%","1.4%","1.2%"
"2016-06-30T13:45:00","usd","USD Chicago Purchasing Manager (JUN)","Low","56.8","51.0","49.3"
"2016-06-30T14:30:00","usd","USD EIA Natural Gas Storage Change (JUN 24)","Low","37","45","62"
"2016-06-30T14:30:00","usd","USD EIA Working Natural Gas Implied Flow (JUN 24)","Low","42","45","62"
"2016-06-30T15:00:00","gbp","BOE's Carney Speaks in London","High","","",""
"2016-06-30T17:30:00","usd","USD Fed's Bullard Speaks in London","Low","","",""
"2016-06-30T23:30:00","aud","AUD AiG Performance of Manufacturing Index (JUN)","Medium","51.8","","51"
"2016-06-30T23:30:00","jpy","JPY Jobless Rate (MAY)","Medium","3.2%","3.2%","3.2%"
"2016-06-30T23:30:00","jpy","JPY Job-To-Applicant Ratio (MAY)","Medium","1.36","1.35","1.34"
"2016-06-30T23:30:00","jpy","JPY Household Spending (YoY) (MAY)","Medium","-1.1%","-1.1%","-0.4%"
"2016-06-30T23:30:00","jpy","JPY National Consumer Price Index (YoY) (MAY)","High","-0.4%","-0.5%","-0.3%"
"2016-06-30T23:30:00","jpy","JPY National Consumer Price Index Ex-Fresh Food (YoY) (MAY)","Medium","-0.4%","-0.4%","-0.3%"
"2016-06-30T23:30:00","jpy","JPY National Consumer Price Index Ex Food, Energy (YoY) (MAY)","Medium","0.6%","0.6%","0.7%"
"2016-06-30T23:30:00","jpy","JPY Tokyo Consumer Price Index (YoY) (JUN)","Low","-0.5%","-0.4%","-0.5%"
"2016-06-30T23:30:00","jpy","JPY Tokyo Consumer Price Index Ex-Fresh Food (YoY) (JUN)","Low","-0.5%","-0.5%","-0.5%"
"2016-06-30T23:30:00","jpy","JPY Tokyo Consumer Price Index Ex Food, Energy (YoY) (JUN)","Low","0.4%","0.4%","0.5%"
"2016-06-30T23:50:00","jpy","JPY Tankan Large Manufacturers Index (2Q)","Medium","6","4","6"
"2016-06-30T23:50:00","jpy","JPY Tankan Large Manufacturers Outlook (2Q)","Medium","6","3","3"
"2016-06-30T23:50:00","jpy","JPY Tankan Non-Manufacturing Index (2Q)","Medium","19","19","22"
"2016-06-30T23:50:00","jpy","JPY Tankan Non-Manufacturing Outlook (2Q)","Medium","17","17","17"
"2016-06-30T23:50:00","jpy","JPY Tankan Large All Industry Capex (2Q)","Medium","6.2%","5.6%","-0.9%"
"2016-06-30T23:50:00","jpy","JPY Tankan Small Mfg Index (2Q)","Low","-5","-6","-4"
"2016-06-30T23:50:00","jpy","JPY Tankan Small Mfg Outlook (2Q)","Low","-7","-7","-6"
"2016-06-30T23:50:00","jpy","JPY Tankan Small Non-Mfg Index (2Q)","Low","0","1","4"
"2016-06-30T23:50:00","jpy","JPY Tankan Small Non-Mfg Outlook (2Q)","Low","-4","-2","-3"
"2016-07-01T00:00:00","usd","USD Domestic Vehicle Sales (JUN)","Low","","","13.33m"
"2016-07-01T00:00:00","usd","USD Total Vehicle Sales (JUN)","Low","","17.30m","17.37m"
"2016-07-01T00:00:00","jpy","JPY CoreLogic House Px (MoM) (JUN)","Low","0.5%","","1.6%"
"2016-07-01T01:00:00","cny","CNY Manufacturing PMI (JUN)","High","50.0","50.0","50.1"
"2016-07-01T01:00:00","cny","CNY Non-manufacturing PMI (JUN)","Medium","53.7","","53.1"
"2016-07-01T01:45:00","cny","CNY Caixin China PMI Mfg (JUN)","Low","48.6","49.2","49.2"
"2016-07-01T02:00:00","jpy","JPY Nikkei Japan PMI Mfg (JUN F)","Low","48.1","","47.8"
"2016-07-01T05:00:00","jpy","JPY Vehicle Sales (YoY) (JUN)","Low","3.0%","","6.6%"
"2016-07-01T05:00:00","jpy","JPY Natl CPI Ex Fresh Food, Energy (YoY) (MAY)","Medium","0.8%","0.8%","0.9%"
"2016-07-01T05:00:00","jpy","JPY Consumer Confidence Index (JUN)","Low","41.8","41.1","40.9"
"2016-07-01T06:30:00","aud","AUD Commodity Index AUD (JUN)","Low","89.7","","90.3"
"2016-07-01T06:30:00","aud","AUD RBA Commodity Index SDR (YoY) (JUN)","Low","-9.9%","","-9.1%"
"2016-07-01T07:15:00","eur","ECB Board Memeber Coeure Speaks in Paris","Low","","",""
"2016-07-01T07:15:00","chf","CHF Retail Sales (Real) (YoY) (MAY)","Medium","-1.6%","","-1.9%"
"2016-07-01T07:30:00","chf","CHF SVME-Purchasing Managers Index (JUN)","Medium","51.6","55.3","55.8"
"2016-07-01T07:45:00","eur","EUR Markit/ADACI Italy Manufacturing PMI (JUN)","Low","53.5","52.3","52.4"
"2016-07-01T07:50:00","eur","EUR Markit France Manufacturing PMI (JUN F)","Low","48.3","47.9","47.9"
"2016-07-01T07:55:00","eur","EUR Markit/BME Germany Manufacturing PMI (JUN F)","Medium","54.5","54.4","54.4"
"2016-07-01T08:00:00","eur","EUR Markit Eurozone Manufacturing PMI (JUN F)","Medium","52.8","52.6","52.6"
"2016-07-01T08:30:00","gbp","GBP Markit UK PMI Manufacturing s.a. (JUN)","Medium","52.1","50.1","50.1"
"2016-07-01T09:00:00","eur","EUR Euro-Zone Unemployment Rate (MAY)","Medium","10.1%","10.1%","10.2%"
"2016-07-01T13:45:00","usd","USD Markit US Manufacturing PMI (JUN F)","Low","51.3","51.2","51.4"
"2016-07-01T14:00:00","usd","USD Revisions: Construction Spending","Low","","",""
"2016-07-01T14:00:00","usd","USD ISM Manufacturing (JUN)","High","53.2","51.3","51.3"
"2016-07-01T14:00:00","usd","USD ISM Prices Paid (JUN)","Medium","60.5","63.6","63.5"
"2016-07-01T14:00:00","usd","USD ISM New Orders (JUN)","Low","57.0","55.9","55.7"
"2016-07-01T14:00:00","usd","USD Construction Spending (MoM) (MAY)","Medium","-0.8%","0.7%","-1.8%"
"2016-07-01T17:00:00","usd","USD Baker Hughes U.S. Rig Count (JUL 1)","Medium","431","","421"
"2016-06-19T22:00:00","nzd","NZD Westpac NZ Consumer Confidence (2Q)","Medium","106.0","","109.6"
"2016-06-19T22:30:00","nzd","NZD Performance Services Index (MAY)","Medium","56.9","","57.8"
"2016-06-19T23:01:00","gbp","GBP Rightmove House Prices (MoM) (JUN)","Low","0.8%","","0.4%"
"2016-06-19T23:01:00","gbp","GBP Rightmove House Prices (YoY) (JUN)","Medium","5.5%","","7.8%"
"2016-06-19T23:50:00","jpy","JPY Merchandise Trade Balance Total (Yen) (MAY)","Medium","-¥40.7b","¥70.0b","¥823.5b"
"2016-06-19T23:50:00","jpy","JPY Adjusted Merchandise Trade Balance (Yen) (MAY)","Medium","¥269.8b","¥113.4b","¥426.6b"
"2016-06-19T23:50:00","jpy","JPY Merchandise Trade Exports (YoY) (MAY)","Low","-11.3","-10","-10.1"
"2016-06-19T23:50:00","jpy","JPY Merchandise Trade Imports (YoY) (MAY)","Low","-13.8","-13.8","-23.3"
"2016-06-20T05:30:00","jpy","JPY Nationwide Department Store Sales (YoY) (MAY)","Low","-5.1%","","-3.8%"
"2016-06-20T05:30:00","jpy","JPY Tokyo Department Store Sales (YoY) (MAY)","Low","-4.5%","","-1.5%"
"2016-06-20T06:00:00","eur","EUR German Producer Prices (MoM) (MAY)","Low","0.4%","0.3%","0.1%"
"2016-06-20T06:00:00","eur","EUR German Producer Prices (YoY) (MAY)","Low","-2.7%","-2.9%","-3.1%"
"2016-06-20T07:00:00","jpy","JPY Convenience Store Sales (YoY) (MAY)","Low","-0.3%","","0.9%"
"2016-06-20T08:00:00","chf","CHF Total Sight Deposits (JUN 17)","Low","496.4b","","493.8b"
"2016-06-20T08:00:00","chf","CHF Domestic Sight Deposits (JUN 17)","Low","416.5b","","415.6b"
"2016-06-20T09:00:00","eur","EUR Euro-Zone Construction Output s.a. (MoM) (APR)","Low","-0.2%","","-1.0%"
"2016-06-20T09:00:00","eur","EUR Euro-Zone Construction Output w.d.a. (YoY) (APR)","Low","-0.4%","","0.5%"
"2016-06-20T12:30:00","cad","CAD Wholesale Sales (MoM) (APR)","Low","0.1%","0.5%","-0.8%"
"2016-06-20T15:30:00","usd","USD U.S. to Sell 3-Month Bills","Low","","",""
"2016-06-20T15:30:00","usd","USD U.S. to Sell 6-Month Bills","Low","","",""
"2016-06-20T17:00:00","usd","USD U.S. to Sell 2-Year Notes","Low","","",""
"2016-06-20T20:45:00","gbp","GBP ORB Poll (Remain/Leave)","Medium","53/46","","45/42"
"2016-06-20T21:02:00","gbp","GBP YouGov Poll (Remain/Leave)","Medium","42/44","","53/46"
"2016-06-20T23:01:00","gbp","GBP NatCen Poll (Remain/Leave)","Medium","53/47","","42/44"
"2016-06-20T23:30:00","aud","AUD ANZ Roy Morgan Weekly Consumer Confidence Index (JUN 19)","Low","118.8","","116.4"
"2016-06-20T23:50:00","jpy","JPY BOJ April Meeting Minutes","Medium","","",""
"2016-06-21T01:30:00","aud","AUD RBA June Meeting Minutes","Medium","","",""
"2016-06-21T01:30:00","aud","AUD House Price Index (QoQ) (1Q)","Low","-0.2%","0.8%","0.2%"
"2016-06-21T01:30:00","aud","AUD House Price Index (YoY) (1Q)","Medium","6.8%","7.5%","8.7%"
"2016-06-21T04:30:00","jpy","JPY All Industry Activity Index (MoM) (APR)","Medium","1.3%","1.2%","0.2%"
"2016-06-21T05:00:00","jpy","JPY Supermarket Sales (YoY) (MAY)","Low","-1.3%","","-0.7%"
"2016-06-21T06:00:00","chf","CHF Trade Balance (Swiss franc) (MAY)","Medium","3.79b","","2.50b"
"2016-06-21T06:00:00","chf","CHF Exports (MoM) (MAY)","Low","-0.4%","","0.3%"
"2016-06-21T06:00:00","chf","CHF Imports (MoM) (MAY)","Low","0.2%","","-3.1%"
"2016-06-21T07:00:00","chf","CHF Money Supply M3 (YoY) (MAY)","Low","2.0%","","2.3%"
"2016-06-21T08:00:00","eur","EUR German Constitutional Court Rules on Legality of ECB's OMT","High","","",""
"2016-06-21T08:30:00","gbp","GBP Public Finances (PSNCR) (Pounds) (MAY)","Medium","3.4b","","-2.0b"
"2016-06-21T08:30:00","gbp","GBP Central Government NCR (MAY)","Low","6.0b","","3.0b"
"2016-06-21T08:30:00","gbp","GBP Public Sector Net Borrowing (Pounds) (MAY)","Low","9.1b","9.4b","7.6b"
"2016-06-21T08:30:00","gbp","GBP PSNB ex Banking Groups (MAY)","Low","9.7b","9.5b","8.2b"
"2016-06-21T09:00:00","eur","EUR German ZEW Survey (Current Situation) (JUN)","Medium","54.5","53.0","53.1"
"2016-06-21T09:00:00","eur","EUR German ZEW Survey (Economic Sentiment) (JUN)","High","19.2","4.8","6.4"
"2016-06-21T09:00:00","eur","EUR Euro-Zone ZEW Survey (Economic Sentiment) (JUN)","Medium","20.2","","16.8"
"2016-06-21T09:00:00","gbp","GBP BOE Holds Second Additional ITLR Operation Around EU Vote","High","","",""
"2016-06-21T10:00:00","gbp","GBP CBI Trends Total Orders (JUN)","Low","-2","-10","-8"
"2016-06-21T10:00:00","gbp","GBP CBI Trends Selling Prices (JUN)","Low","1","","2"
"2016-06-21T12:30:00","gbp","GBP IG/Survation Poll (Remain/Leave)","Medium","45/44","","53/47"
"2016-06-21T13:00:00","eur","EUR ECB President Mario Draghi Speaks in Brussels","Medium","","",""
"2016-06-21T14:00:00","usd","USD Yellen Testifies on Monetary Policy to Senate Banking Panel","Medium","","",""
"2016-06-21T15:30:00","usd","USD U.S. to Sell 52-Week Bills","Low","","",""
"2016-06-21T15:30:00","usd","USD U.S. to Sell 4-Week Bills","Low","","",""
"2016-06-21T17:00:00","usd","USD U.S. to Sell 5-Year Notes","Low","","",""
"2016-06-21T22:45:00","nzd","NZD Net Migration s.a. (MAY)","Low","5500","","5520"
"2016-06-22T00:00:00","gbp","GBP Opinium Poll (Remain/Leave)","Medium","","","44/45"
"2016-06-22T00:30:00","aud","AUD Westpac Leading Index (MoM) (MAY)","Medium","0.21%","","0.14%"
"2016-06-22T01:00:00","aud","AUD Skilled Vacancies (MoM) (MAY)","Low","1.0%","","0.8%"
"2016-06-22T03:00:00","nzd","NZD Credit Card Spending (MoM) (MAY)","Low","0.0%","","2.4%"
"2016-06-22T03:00:00","nzd","NZD Credit Card Spending (YoY) (MAY)","Medium","5.9%","","9.1%"
"2016-06-22T09:00:00","chf","CHF ZEW Survey (Expectations) (JUN)","Medium","19.4","","17.5"
"2016-06-22T11:00:00","usd","USD MBA Mortgage Applications (JUN 17)","Medium","2.9%","","-2.4%"
"2016-06-22T12:30:00","cad","CAD Retail Sales (MoM) (APR)","Medium","0.9%","0.8%","-0.8%"
"2016-06-22T12:30:00","cad","CAD Retail Sales Less Autos (MoM) (APR)","Low","1.3%","0.6%","-0.1%"
"2016-06-22T13:00:00","usd","USD House Price Index (MoM) (APR)","Medium","0.2%","0.6%","0.7%"
"2016-06-22T13:00:00","cny","CNY Conference Board China May Leading Economic Index","Low","","",""
"2016-06-22T14:00:00","usd","USD Yellen Testifies on Monetary Policy to House Financial Service","Medium","","",""
"2016-06-22T14:00:00","eur","EUR Euro-Zone Consumer Confidence (JUN A)","Low","-7.3","-7","-7"
"2016-06-22T14:00:00","usd","USD Yellen Testifies on Monetary Policy to House Financial Services Committee","Medium","","",""
"2016-06-22T14:00:00","usd","USD Existing Home Sales (MAY)","Low","5.53m","5.55m","5.43m"
"2016-06-22T14:00:00","usd","USD Existing Home Sales (MoM) (MAY)","Medium","1.8%","1.8%","1.3%"
"2016-06-22T14:30:00","usd","USD DOE U.S. Crude Oil Inventories (JUN 17)","Medium","-917k","-1500k","-933k"
"2016-06-22T14:30:00","usd","USD DOE Cushing OK Crude Inventory (JUN 17)","Low","-1280k","-225k","904k"
"2016-06-22T14:30:00","usd","USD DOE U.S. Gasoline Inventories (JUN 17)","Low","627k","-1000k","-2625k"
"2016-06-22T14:30:00","usd","USD DOE U.S. Distillate Inventory (JUN 17)","Low","151k","1000k","786k"
"2016-06-22T15:30:00","usd","USD U.S. to Sell 2-Year Floating Rate Notes Reopening","Low","","",""
"2016-06-22T17:00:00","gbp","GBP TNS Poll (Remain/Leave)","Medium","41/43","","45/44"
"2016-06-22T17:00:00","usd","USD U.S. to Sell 7-Year Notes","Low","","",""
"2016-06-22T21:01:00","gbp","GBP Comres Poll (Remain/Leave)","Medium","48/42","","41/43"
"2016-06-22T21:09:00","gbp","GBP YouGov Poll (Remain/Leave)","Medium","51/49","","48/42"
"2016-06-22T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (JUN 17)","Medium","¥457.7b","","¥867.9b"
"2016-06-22T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (JUN 17)","Medium","¥72.4b","","¥129.5b"
"2016-06-22T23:50:00","jpy","JPY Foreign Buying Japan Bonds (Yen) (JUN 17)","Low","-¥485.9b","","¥764.3b"
"2016-06-22T23:50:00","jpy","JPY Foreign Buying Japan Stocks (Yen) (JUN 17)","Low","-¥231.1b","","¥128.3b"
"2016-06-23T00:00:00","gbp","GBP UK-EU Referendum Vote (""Brexit"" Vote)","High","","",""
"2016-06-23T01:30:00","jpy","JPY BOJ Kiuchi makes a speech in Kanazawa","Low","","",""
"2016-06-23T01:45:00","cny","CNY MNI June Business Indicator","Low","54.5","","50.0"
"2016-06-23T02:00:00","jpy","JPY Nikkei Japan PMI Mfg (JUN P)","Medium","47.8","","47.7"
"2016-06-23T05:00:00","jpy","JPY Leading Index (APR F)","Low","100.0","","100.5"
